,Unnamed: 0,Links,Region,Company,Title,Employment Type,Seniority,Industry,Salary,Payment,Description,Requirements
80,80,https://www.mycareersfuture.sg/job/senior-sales-marketing-manager-midea-electric-trading-4f2cbc6f290c65ca085512cfa2b97773,Central,MIDEA ELECTRIC TRADING (SINGAPORE) CO. PTE. LTD.,Senior Sales & Marketing Manager,Full Time,"Manager, Executive, Senior Executive","Marketing / Public Relations , Sales / Retail","$5,000to$6,500",Monthly,"Roles & Responsibilities
Manager of Sales & Marketing is responsible for leading the entire Sales & Marketing operations in Singapore and successfully leading sales/marketing initiatives to become a key driver for the company growth and its reputation in the region mainly by:
Sales & Marketing team & functions development including Sales Management, Product Marketing, Retail Marketing and Brand Marketing, focusing on building operational excellence to place the company in a position capable of achieving the growth and profitability targets.
he responsibilities and activities from the Assistant of Sales & Marketing Manager are:
Sales/Marketing Planning
Sales/Marketing Management
Sales/Marketing Intelligence
Enable the research and understanding of home appliances categories / product lines in the region, negotiating with partner when required.
Make sure to collect critical market information, including the necessary information to track pricing and monitoring competitor launches.
Lead internal teams to structure the information gathering and business intelligence system that will enable the decision-making process in the company.","Requirements
Experience & Background
3+ years of experience in Sales and Marketing is required, especially in Marketing.
Prior experience in Home Appliance companies is required, and background on key regional markets is preferred, especially in Some Japanese brand.
Understanding of sales & marketing operational frameworks and dynamics for a successful go-to-market.
Proficient in MS Office products including Excel, PowerPoint and Word is required.
 Frequently business trips"
81,81,https://www.mycareersfuture.sg/job/regional-cargo-business-analyst-qatar-airways-group-cc3ec3442a9eec90e84b8a2c28b43db9,Central,QATAR AIRWAYS GROUP (Q.C.S.C.),Regional Cargo Business Analyst,Permanent,Executive,Travel / Tourism,"$3,500to$5,500",Monthly,"Roles & Responsibilities
About the Job:
As a Regional Cargo Business Analyst you will proactively investigate and coordinate business intelligence for the region. You will be responsible for analysis and monitoring of regional KPI's.
You will be monitoring and reporting for all commercial, sales, handling and operational matters in the region and overseeing performance. You will be observing and reporting for new sales opportunities in the region and assists in analysis for new destinations in the region.

You will produce regular and ad hoc reports for the Regional Cargo Team and Management when required. You will be required to assist in preparing costs and revenue budgets and all the data needed.","Requirements
About You:
To qualify for the role of Regional Cargo Business Analyst (Internally known as Regional Cargo Support Officer), it is advantageous for you to either be a graduate with 4 years of experience related in the freight industry or a Masters' Degree holder. A Higher education in mathematics or business statistics is also preferred.
It is essential that you have Project Management experience and strong quantitative and qualitative analytical skills.

Good command of written and spoken English is essential. You must also be a good communicator with a team oriented personality. It is essential that you have Job specific skills like Business modelling and a high level of business objects knowledge."
82,82,https://www.mycareersfuture.sg/job/senior-datawarehouse-consultant-apar-technologies-e4c6f8589f88e909930de502e26deaa1,"South, East, Central",APAR TECHNOLOGIES PTE. LTD.,Senior Datawarehouse Consultant,Contract,Professional,Information Technology,"$6,000to$8,000",Monthly,"Roles & Responsibilities
Prepare Test cases for pre-UAT, wherever applicable.
Represent user for pre-UAT. Validate test results and perform functional testing.
Co-ordinate UAT phase with business users and Vendor Data Analysts.
Responsible for obtaining UAT sign-off from user.
Responsible for conducting user training on Business intelligence platform access layers / Reports.
 Experience in SDLC of Datawarehouse Projects from Business Requirements gathering, Data profiling, Data modelling & Mapping, ETL coding and reports creation.
Creation of Conceptual, Logical and Physical data models for OLTP and OLAP systems
Practice range of options for common ETL design and techniques in data cleansing and optimization for extracting, transforming, cleansing and loading data from various relational and non-relational data sources systems.","Requirements
Degree in Statistics, Mathematics, Computer Sciences, or equivalent studies with at least 4 years of data analyst experience in the technological field
Sound knowledge of financial service logical data model (Teradata FSLDM).
4 to 6 years of related work experience required. Technical expertise regarding data warehouses is must. Understanding of relational databases; including SQL required.
Should have extensive experience in Teradata, ETL, Unix
Banking domain experience is a must
Should have lead mid to large size team
Excellent communication & interpersonal skills
Must have experience effectively using communication skills to achieve mutual understanding.
Qualified and interested candidate may send updated resume to julliete.parico@apar.com
Registration ID – R1112163
EA License No – 11C4879"
83,83,https://www.mycareersfuture.sg/job/data-team-lead-moneysmart-singapore-60fe01e025ae30049a54a259e9098230,South,MONEYSMART SINGAPORE PTE. LTD.,Data Team Lead,Full Time,Manager,Information Technology,"$7,000to$12,000",Monthly,"Roles & Responsibilities
About the job
Moneysmart is hiring a Data Team lead to help lead our team of young, eager data engineers and analysts. Together you and your team will work to build a stable and scalable data infrastructure that will be able to help the business to collect, process and store masses of raw information securely, accurately and efficiently. With all that information on hand, we’ll be looking to you to help us design and build amazing data products to improve user experiences on our Moneysmart sites as well as build up the business intelligence capabilities within our organization.
We’re looking for someone who is experienced and has done similar work like this elsewhere before. You will be working closely with people from other departments like Product, Marketing and Strategy to help understand their needs and design solutions that will enable them to deliver on their goals. Examples of this could be:
Onboarding customer data from external systems so further analysis can be conducted on it and we can discover/better understand customer preferences and trends
Building a recommendation engine that can recommend products based on user’s past choices, creating a more personalized and desirable experience
Creating a near real time reporting platform so that the country managers can get information in a more timely manner to make decisions quickly
To be able to do all these, you’ll need to plan and manage the Data Team’s roadmap well and help prioritize the work that needs to be done so that we can see the awesome impact it could bring sooner rather than later.
You will be expected to be technical as well. Being able to build data pipelines, write code and tune database queries will be a requirement since you’ll need to review and vet the work your team has done. The engineers will be looking to you to learn about best practices in building pipelines and running analysis, industry standards on data infrastructure and what clean, maintainable code looks like. The team currently writes most of their code in Python and SQL at the moment (we use R sometimes as well). But fluency in any other Big Data framework language will be highly welcome.
Our data engineers and analysts are a smart and talented bunch but they will require leadership and direction from their lead (which is you), someone who has been through the many phases of what it takes to build and maintain a production level data infrastructure, has seen the pitfalls and can help show them the way. Besides providing technical expertise to the team, a core part of this role will be to help mentor and develop the members of your team (as well as other developers in our department) professionally, and work towards creating a conducive environment for developers to thrive, making Moneysmart an ideal place to work and grow your career.
If you’re ready to take up the important mantle of become a Data Team Lead in Moneysmart’s Technology department, send us your resume now! We would really love to hear from you.","Requirements
Requirements
6+ years of professional experience building data products
Experienced in developing large scale, production, server side Big Data applications
Experience with Big Data technologies like Hadoop / Spark / Kafka / HBase / Aerospike/ Elasticsearch
Experience in data warehouse data modeling
A strong software developer with a passion for technology and scalable world-class software systems
Self-motivated, positive-thinking, team player, leader, problem-solver
Passion for testing
Knowledgeable on modern software development with a preference for Agile methods
Ability to build APIs for the data infrastructure
Competencies
Estimate accurately
Self motivated
Accountable and responsible
Follow rules
Opinionated but rational
Cultural Competencies
Build a positive team and family spirit
Engage, disagree and commit
Be humble
Do more with less
Always pursue learning and growth
Stay hungry and take ownership"
84,84,https://www.mycareersfuture.sg/job/senior-ms-business-intelligence-software-engineer-anotech-energy-singapore-ebc13da7ad5d32eb8d2edbbb19c10184,Islandwide,ANOTECH ENERGY SINGAPORE PTE. LTD.,Senior MS Business Intelligence Software Engineer,Contract,Senior Executive,Information Technology,,,"Roles & Responsibilities
An exciting opportunity with one of our client which one of the largest and reputable bank is currently hiring a Microsoft Business Intelligence Software Engineer.
They are seeking innovative and agile people sharing their mindset to support ambitious and forthcoming technological challenges.
      Position
In a challenging and multicultural environment, we seek a Microsoft Business Intelligence Software Engineer to join our Centre of Excellence BI team.
  This is an exciting opportunity for a talented team-player to join a technology team that is responsible of a portfolio of solutions for various business lines of the bank (Risk, Finance, Compliance, Market Risk, Trade Finance, Operations, …). Microsoft SQL Server components are used as core stacks of the solutions designed by the team, to fulfill advanced analytics requirements with a focus on performance and reliability.
  Main responsibilities
Main responsibilities of the role:
§ Gather business requirements from Clients or Business Analysts
§ Design & Develop solutions based on requirements
§ Maintain a high standard of delivery quality
§ Innovate and look for new solutions/components
§ Build POCs to demonstrate new usage and present them in senior audience
§ Elaborate project documentations (Design documents, deployment guide, …)
§ Maintenance of existing BI projects
§ Interact and provide reporting to project managers
  Continous Improvement
§ Capability to be force of proposal regarding the continuous improvement (such as “automation testing”, “auto packaging”…)

 ","Requirements
Qualifications and Profile
Technical
§ Expertise in Microsoft SQL Server (2008 R2 - 2014)
§ Expertise in writing SQL queries and performnance optimization
§ Expertise in Data Warehouses modeling using star schema
§ Expertise in SSIS building and optimizing (2008 R2, knowledge of 2012/2014)
§ Expertise in SSAS (2008 R2, knowledge of 2012/2014)
§ Experience using SSRS (2008 R2, knowledge of 2012/2014)
§ Experience in writing MDX queries, DAX queries
§ Experience of using Visual Studio Team System
  Nice to have
§ Exposure to other data visualization tools (Tableau, Qlik)
§ Exposure on development on .Net (2.0 to 4.5)
  Other Professional Skills and Mind-set
§ Proactive style of working
§ Strong communication (written, and verbal) and organizational skills
§ Strong desire to keep abreast of emerging technologies
§ Team player mindset
§ Understanding and respect of cultural diversity
 "
85,85,https://www.mycareersfuture.sg/job/senior-business-intelligence-analyst-zalora-south-east-asia-d3880ec5f16bf7fd9c0f98d690b8a961,Central,ZALORA SOUTH EAST ASIA PTE. LTD.,Senior Business Intelligence Analyst,"Permanent, Full Time",Professional,Others,"$4,000to$7,000",Monthly,"Roles & Responsibilities
In this role, the Senior Business Intelligence Analyst serves as the primary bridge through the business to communicate high value information to support data-driven decision-making. He/she will continuously evolve management reporting, conduct complex data analysis and deliver business insights in an environment of rapid growth and increasing complexity.
The successful candidate must be able to roll-up his/her sleeves, and work directly with large datasets and BI tools to solve challenging problems. He/she will be passionate about their work, detail-oriented, highly analytical and have excellent problem-solving skills.

Job Responsibilities: 
Participate in the full lifecycle of an analytics or BI project: from gathering and understanding the end-user needs to implement a fully automated solution.
Develop and provision of BI reporting through the deployment of self-service reports and dashboards
Engages with business users (Commercial, Supply Chain, Finance, Marketing or etc) as well as maintain a client relationship with data warehouse.
Deploy Machine learning techniques to answer the appropriate business questions using R or Python.
Visualize data using Tableau and create repeatable visual analysis for end users to use as tools.
Take ownership of the existing BI platforms and maintain the data integrity and accuracy of the numbers and data sources.
Know Agile - Scrum project management experience/knowledge - Ability to prioritise, pushback and effectively manage a product and sprint backlog.","Requirements
Minimum Bachelor’s degree in a quantitative field is required (engineering or economics)
3+ years of experience in business intelligence or any data analysis related role.
Experience with Tableau, PowerBI or any standard data visualization tools.
Proficiency with at least one scripting language (Python or R) is required.
Should be comfortable in writing SQL queries to extract data for data analysis.
Exhibits sound business judgment, a proven ability to influence others, strong analytical skills, and a proven track record of taking ownership, leading data-driven analyses, and influencing results
Exposure to Advanced Analytics techniques for forecasting, regression and other basic machine learning techniques
Ecommerce / logistics / fashion retail background a bonus.
Experience in Marketing Analytics and Attribution Modelling is a bonus."
86,86,https://www.mycareersfuture.sg/job/ms-business-intelligence-software-engineer-anotech-energy-singapore-ef9b04f9c377d5589862c9652e1e3eac,Islandwide,ANOTECH ENERGY SINGAPORE PTE. LTD.,MS Business Intelligence Software Engineer,Contract,Executive,Information Technology,,,"Roles & Responsibilities
  Position
  The department (120 FTE) is split between Europe and Singapore and provides Intranet, Business Intelligence, Workflow solutions. The Singapore setup is a delivery centre, operating from collecting requirement till releasing application in production. Department is organized with local architecture group, project managers, business analysts and developer team in Singapore. The BI team functional coverage is wide ranging for different business lines from the bank (Finance, Risk, Capital Markets, Middle Office, COOs …). The projects size spectrum is from 100 to 2000 MD for about 15K MD of projects per year organized around a resource pool.
  Main responsibilities
  The successful candidate will have to:
Gather business requirements from Clients or Business Analysts
Design & Develop solutions based on requirements
Maintain a high standard of delivery quality
Innovate and look for new solutions/components
Build POCs to demonstrate new usage and present them in senior audience
Elaborate project documentations (Design documents, deployment guide, …)
Maintenance of existing BI projects
Interact and provide reporting to project managers
  The position requires autonomy and reliability in performing duties while maintaining close communication with rest of project/support team.
      ","Requirements
Qualifications and Profile
  Mandatory
6+ years of experience using SSRS (2008 R2, knowledge of 2012/2014)
6+ years of experience using SSIS (2008 R2, knowledge of 2012/2014)
4+ years of experience using SSAS (2008 R2, knowledge of 2012/2014)
Expertise in writing MDX queries, DAX queries
Solid expertise in writing SQL queries and optimization
4+ in Data Warehouses modeling using star schema
Experience of using Visual Studio Team System
  Optional
Exposure on development with SharePoint 2010 or 2013.
Exposure on development on .Net (2.0 to 4.5)
Good understanding of Web-based architecture.
  Other Professional Skills and Mind-set
                                 The candidate should have excellent written & verbal communication skills.
   "
87,87,https://www.mycareersfuture.sg/job/senior-business-intelligence-analyst-zalora-south-east-asia-3c8b0c28a9ada582b8ff658a49d45db6,Central,ZALORA SOUTH EAST ASIA PTE. LTD.,Senior Business Intelligence Analyst,"Permanent, Full Time",Professional,"Logistics / Supply Chain, Others","$5,000to$7,000",Monthly,"Roles & Responsibilities
In this role, the Senior Business Intelligence Analyst serves as the primary bridge through the business to communicate high value information to support data-driven decision-making. He/she will continuously evolve management reporting, conduct complex data analysis and deliver business insights in an environment of rapid growth and increasing complexity.
The successful candidate must be able to roll-up his/her sleeves, and work directly with large datasets and BI tools to solve challenging problems. He/she will be passionate about their work, detail-oriented, highly analytical and have excellent problem-solving skills.

Job Responsibilities: 
  Participate in the full lifecycle of an analytics or BI project: from gathering and understanding the end-user needs to implement a fully automated solution.
Develop and provision of BI reporting through the deployment of self-service reports and dashboards
Engages with business users (Commercial, Supply Chain, Finance, Marketing or etc) as well as maintain a client relationship with data warehouse.
Deploy Machine learning techniques to answer the appropriate business questions using R or Python.
Visualize data using Tableau and create repeatable visual analysis for end users to use as tools.
Take ownership of the existing BI platforms and maintain the data integrity and accuracy of the numbers and data sources.
Know Agile - Scrum project management experience/knowledge - Ability to prioritise, pushback and effectively manage a product and sprint backlog.","Requirements
Minimum Bachelor’s degree in a quantitative field is required (engineering or economics)
3+ years of experience in business intelligence or any data analysis related role.
Experience with Tableau, PowerBI or any standard data visualization tools.
Proficiency with at least one scripting language (Python or R) is required.
Should be comfortable in writing SQL queries to extract data for data analysis.
Exhibits sound business judgment, a proven ability to influence others, strong analytical skills, and a proven track record of taking ownership, leading data-driven analyses, and influencing results
Exposure to Advanced Analytics techniques for forecasting, regression and other basic machine learning techniques
Ecommerce / logistics / fashion retail background a bonus.
Experience in Marketing Analytics and Attribution Modelling is a bonus."
88,88,https://www.mycareersfuture.sg/job/business-intelligence-analyst-developer-d2x-expertise-2932601cd80992237465b77cd6bcf9a8,Central,D2X EXPERTISE PTE. LTD.,Business Intelligence Analyst Developer,"Permanent, Full Time",Professional,"Customer Service, Logistics / Supply Chain","$4,000to$9,000",Monthly,"Roles & Responsibilities
We are looking for a Business Intelligence (BI) Analyst / Developer to create and manage BI and analytics solutions that turn data into information supporting decision making.
Responsibilities :
Gather, analyze, and document reporting requirements, develop by yourself (both static reports and interactive dashboards)
Work closely with business stakeholders to make sure data definitions and technical logic specifications align with business requirements
Perform data extractions via SQL and present findings to stakeholders
Identify relevant data sources to feed data models, Source and Prepare data
Document test plan, test cases, test scripts and perform QA activities
Build/Improve automated workflows and data checks to provide smooth running, data integrity and accurate reporting, ensuring consistency of information across reports.
Perform routine maintenance to ensure stability and performance of systems and data delivery on time
Analyze production problems, realize/recommend data correction
Support remote BI users on: best practices on BI tools, where to find data, troubleshooting
Maintain user guides and release notes up to date
Perform upgrade of the systems and applications to the new versions
Work with vendors (IBM, Microsoft) on technical issues resolution
Create/Update technical documentation for database/ETL/reports","Requirements
5+ years of experience in business intelligence development
Good oral and written English.
Strong with full Cognos suite: Framework Manager, Report Studio, Analysis Studio, Dashboard...
Strong with SQL (preferably T-SQL)
Experience modeling and designing relational DBs, star schemas, and cubes
Good knowledge of at least one of the functional areas: finance management, customer relationships and sales, freight forwarding or logistics operations
Must be able to work collaboratively with cross-functional teams to analyze and understand business needs in order to translate them into system specifications and deliverable solutions.
Self-starter with ability to work independently with minimal supervision and manage own workload. Proactive, able to suggest improvements of processes, systems, code... and prioritize them
Must be willing to work with and learn new technologies
Familiar with project management concepts (Waterfall and Agile).
Additional good to have qualification:
         Experience\knowledge of finance (non-banking), transportation or logistics domains
         Experience with \understanding of OLAP solutions and MDX (TM1 especially)
         Experience with \understanding of predictive modeling (SPSS, R, Phyton)
         Advanced Excel skills, including pivot tables and VBA
  Skills
Examines complex data in a critical way; Synthesizes diverse information; Able to source and prepare data; Designs work  flows  and procedures.
Applies design principles; Uses feedback to modify designs; Demonstrates attention to detail.
Problem Solving: Identifies and resolves problems in a timely manner; Foresee and communicate potential issues; Develops alternative  solutions;  Works  well  in  group problem solving situations.
:  Assesses own strengths  and  weaknesses;  Pursues  training  and development  opportunities; Shares expertise with others
: Clear communication on requirements (listening and asking questions); Ability to engage and communicate effectively with stakeholders at all levels across the business
Business Acumen: Understands business implications of data for decisions
: Demonstrates accuracy and thoroughness; Looks for ways to improve and promote quality; Applies feedback to improve performance; Monitors own work to ensure quality"
89,89,https://www.mycareersfuture.sg/job/business-intelligence-software-engineer-adecco-personnel-d8237f5e150b32026f0608dc0668cf92,South,ADECCO PERSONNEL PTE LTD,Business Intelligence Software Engineer,"Contract, Full Time",Executive,Information Technology,"$5,000to$7,500",Monthly,"Roles & Responsibilities
Main responsibilities of the role:
Build relationships with project manager and business analyst based in Paris and Singapore
Communicate with architects, business analysts and project managers to gather requirements and reach agreements on technical solutions
Ability to design appropriate reports (SSRS) and new SSIS packages
Manage quality of your deliverables at every stage of the development lifecycle (design, implementation, integration, validation)
Prepare and execute all technical tests, including performance tests
Amend existing components to correct errors and to adapt them to new requirements
Participate in 2nd/3rd level support activity during Asian business hours
Anticipate technical upgrades / monitoring of usage/capacity limits and advice on maintenance","Requirements
This position requires 5+ years of professional development experiences in Microsoft Business Intelligence tools.
Functional
Basic knowledge of compliance IT regulation
  Technical
Developing in Microsoft Business Intelligence(at least a first experience in BI 2016)
SSIS (Very good level required)
SSRS (Good level required)
SSAS ( Intermediate level at least)
Solid expertise in writing SQL & Oracle PL/SQL queries and optimization
Solid expertise in Data Warehouses modeling
  Nice to have
A first experience into a Compliance IT department would be considered as a strong asset.
Additional development skills (such as #net or SharePoint) would be appreciated
  Other Professional Skills and Mind-set
Strong, and innovative in problem solving
Proactive style of working
Strong communication (written, and verbal) and organizational skills
Strong desire to keep abreast of emerging technologies
Ability to multi-task and work independently with minimal supervision
Team player mindset
Understanding and respect of cultural diversity
  Warmest Regards,

  Personnel Registration Number: R1767204
Direct +65 6697 7881
wenhui.toh@adecco.com
EA Licence Number: 91C2918"
90,90,https://www.mycareersfuture.sg/job/customer-experience-manager-regional-operative-unit-south-east-asia-south-korea-boehringer-ingelheim-animal-health-singapore-51f9771f563953e91bf4509996c638c1,East,BOEHRINGER INGELHEIM ANIMAL HEALTH SINGAPORE PTE. LTD.,"Customer Experience Manager, Regional Operative Unit, South East Asia and South Korea",Full Time,"Middle Management, Manager","Consulting , Healthcare / Pharmaceutical","$7,400to$13,320",Monthly,"Roles & Responsibilities
Translate Customer Experience (CX) strategy considering local specificities, establish capabilities & ensure execution in the country Operating Units (OPUs) with focus on:
Sales Force Effectiveness (Driving Selling + Coaching process, Segmentation & Targeting, SIP)
CRM (levering customer data, analytics, market insights)
Strategic Account Management (training, alignment, prioritization, sign-off and governance)
Digital and multi-channel customer engagement within CX ecosystem
Building skills and capabilities to support highest level of customer experience.
Duties & Responsibilities:
Define CX ROPU SEASK priorities combining global guidance and ROPU SEASK specific needs to best drive business performance in collaboration with the Head of Animal Health (AH) ROPU SEASK
Ensure CX methodologies & processes are established and effectively executed in ROPU SEASK
Ensure execution of ROPU/ OPU initiatives aiming to optimise the Go To Market and establish excellence in execution, incl. implementation related to CRM and sales performance.
Support the Head of AH ROPU SEASK with Business Analytics, customer insight and marketing excellence.
Provide quarterly business analytics (CEESA report) to ROPU SEASK countries.
Provide inputs and drive digital initiatives in ROPU SEASK countries in close collabration with global functions. Enable digital excellence (share experience).
Support launch excellence by establishing Process, KPIs, dashboards across ROPU SEASK countries in close collaboration with the ROPU BS heads,
Ensure aligned targeting and segmentation and aligned sales KPIs across countries.
Implementation and follow up on key account plans and mutual opportunitiy maps.
Support improvements in the Go to Market set up in SEASK countries.
Providing and consolidating ROPU SEASK business intelligence and steer aligned market research projects in collaboration with the BS Heads ROPU SEASK
Execute marketing excellence initiatives in collaboration with global stakeholders and BS Heads ROPU SEASK
Leadership feedback on the impact of CE activities; Measured impact of CE (global, local KPIs); Documented follow-up on CE process execution
Support ROPU roadmaps for CX digitial platforms in conjunction with global CX team and IT","Requirements
Business orientation and experience in the Animal Health Industry
Experience in working in multinational companies
Ability to lead, inspire and support a team to achieve ambitioius results
Ability to bridge operational thinking, translating strategy into operational tactics
Senior Manager capable of management of many parallel work streams across countries
Experience in digital marketing and CRM
Experience as a customer facing representative in HP or AH
Ability to impact and influence cross-functional and cross-geographical teams
Solid approach to problem solving based on strong business acumen
Working with diverse teams
Strong accountability, results oriented and able to priortize effectively
Excellence communication skills
Fluently in both written and spoken English"
91,91,https://www.mycareersfuture.sg/job/assistant-manager-technical-manager-geospatial-analytics-singapore-land-authority-999fa8e8fd93c9898f35e97f87ebbfbc,Full Time,SINGAPORE LAND AUTHORITY,"Assistant Manager / Technical Manager, GeoSpatial Analytics",Full Time,Manager,"Information Technology, Public / Civil Service","$4,000to$6,800",Monthly,"Roles & Responsibilities
Assistant Manager/ Technical Manager, GeoSpatial Analytics
Job Scope:
Lead a team to perform GeoAnalytics Projects for both internal and external stakeholders, developing GIS strategic plans and establishing project objectives and deliverables.
Subject matter expert for automation of GIS functionalities, data processing, system integration strategies.
Build internal capabilities in programming and coding for data processing.

Requirements:
Degree, preferably in the areas of Geospatial/Computer Science/Engineering or similar area of study.
At least 5 years of working experience in geospatial information science, technology/e-services and/or commercial 2D/3D geospatial & modelling applications, IoT, and Big Data.
Experience in Opensoure for Geospatial, Hive, PIG, NoSQL databases, Python, R, Full Stack Dev, Leaflet, Chart.js, etc.
Experience with GIS software and Business Intelligence software (e.g. Qlikview, Tableau).
Excellent communication and presentation skills. Able to relate technical information to all levels of the organisation.
   ",
92,92,https://www.mycareersfuture.sg/job/senior-data-analyst-streetsine-singapore-3baa45f938b74a6660a619998e4a9852,Central,STREETSINE SINGAPORE PTE. LTD.,Senior Data Analyst,"Permanent, Full Time","Professional, Executive",Information Technology,"$4,000to$8,000",Monthly,"Roles & Responsibilities
We are currently looking for a Senior Data Analyst/Scientist to be part of our Business Intelligence (B.I.) team. Reporting to the Chief Data Officer (CDO), you will work closely with internal teams to:
Initiate studies and implement algorithms and methods to take business advantage of new information and data.
Build, test and deploy machine learning models to cater to the market intelligence tools offered by the company
Refine the performance and accuracy of existing data models based on feedback
Assist in general database administration
Expected Competencies:
A fast, adaptive yet meticulous professional having the following qualities:
1. Business Acumen and Communication Skills
The candidate has demonstrated experience working with the relevant stakeholders to leverage data science to identify new business opportunities or remedy process inefficiencies.
2. Programming Skills
The candidate should have prior experience translating proposed technical solutions using computational methods and data science, while at the same time understanding their respective strengths/weaknesses and potential business trade-offs.
3. Technical Competency
The candidate writes code according to best practices while meeting security standards and is able to translate complex datasets into strategic insights.","Requirements
Requirements:
Minimum 2 years of relevant work experience with a degree in any quantitative or computational discipline
Proficiency in SQL and Python
Excellent communication and interpersonal skills
An additional advantage for candidates with proven skills in data visualization, machine learning, or image analytics
An additional advantage for candidates with full project life cycle exposure i.e. data collection, aggregation, analysis, visualization, productionization, and monitoring of data Science solutions"
93,93,https://www.mycareersfuture.sg/job/merchandise-planning-associate-manager-zalora-south-east-asia-07d648b32a1ae036bd613feb4b549b7e,Central,,,,,,,,,
94,94,https://www.mycareersfuture.sg/job/marketing-manager-e1528e620ccf72bca7e0b538766b5153,Central,COMPANY UNDISCLOSED,Marketing Manager,Full Time,Manager,Marketing / Public Relations,"$5,000to$10,000",Monthly,"Roles & Responsibilities
PRIMARY FUNCTION
Partner with the Regional Marketing Manager (RMM) to develop, plan and execute marketing strategies in line with brand guidelines to ensure overall brand’s objectives are achieved.
Lead & drive the brand’s Digital/Social Marketing strategy planning and execution
Manage digital activities on retailer boutique sites to drive online sales
Build up the brand’s Digital/Social Capability through Talent, Knowledge and Skill.
Provide marketing direction and support to the sales team in managing consumer VIP events and enhancing luxury experiences.
Engage in business analysis and inventory management to support and drive business growth.
Work closely with NY Marketing to provide APAC specific feedback and coordinate information flow.
  Product Category Management
Inventory management to minimize excess through accurate maintenance of assortment matrix, launch order tracking, close management of saleable/non-saleable in Lachen (including excess list) to ensure that they are ordered through promptly.
Work with Lachen, NY and regions on all inventory matters (new launches, ongoing assortment, delays, out of stock situations, etc.) to ensure operational effectiveness.
-  Assess marketing programs including tracking of sell-in vs. forecast for new product launches.
-  Use of business analysis tools to identify potential inventory issues.
-  Cascade timely update of launch status & out of stock situations to regions.
Management of Hainan HP related issues and bridge stock forecasting and ordering. 
Manage communication of inventory related issues with DFS.
Forecasting for non-saleables, ensuring proper balance of regional needs and marketing budgets. 
  Digital & Social Media Planning
Lead in planning and execution of digital & social marketing plans, partnering with sales and digital teams to drive innovation and business growth.
Work with vendors and internal teams to ensure campaign deliverables are implemented on time and within budget & within brand guidelines
Engage with media agencies and/or affiliates to run social campaigns
Drive PR outreach in retailers social media platforms
Explore new digital initiatives, social media marketing, mobile marketing, Search Engine Marketing (SEM) and Search Engine Optimization (SEO) to drive consumer engagement and digital outreach
Digital analytics - Analyze and measure campaign effectiveness, monitor competitor activities
Manage and adhere to digital marketing budgets
  Consumer Engagement: Launches, Promotions, VM and Consumer Events
Collaborate closely with sales and VM team on the planning and execution of launches for on-counter/in-store events & VIP consumer events to drive consumer engagement, create luxury experiences and strengthen brand exposure.
Translation of copy for marketing materials to be locally relevant and aligned with local market and consumer trends
Source, liaise, and negotiate with vendors to ensure smooth, timely and cost effective deliverables.
Manage and adhere to marketing budgets
Preparation of launch/event recap reports
Maintain close liaison with regional and affiliate teams to coordinate and align launch dates, promotions and update regions. Collaborate with affiliate marketing managers, where opportunities are available, in order to achieve economies of scales for both parties.
  Talent Development
Oversee and lead the development of a marketing executive
  Others
Maintain close liaison with NY Marketing (bi-weekly conference calls) to provide feedback on launch programs and TR specific programs, inventory issues, discuss marketing material/support needs, and provide active feedback on regional requirements.
Oversee the planning and implementation of bi-annual Sales Cycle Meeting. This entails the preparation of marketing folders (including marketing updates, allocation for stocks/collaterals, assortment etc), working with NY to ensure that visuals and product comps are available before meetings, planning room setup, on site execution, and providing support for retailer presentations.
Good working knowledge on internal SAP systems for shopping cart creation, stock enquiry, Business Intelligence for reporting & validation of sales data for sell in and sell through analysis. ","Requirements
REQUIREMENT
Education
University Degree
Work Experience
Minimum 5 years’ working experience in either a sales/marketing function, preferably in the cosmetics & skincare industry.
Characteristics:
Self starter and highly driven individual
Ability to identify and go after opportunities
Strong analytical skills
Strong communication skills
Proven track record of good leadership and management skills
Confident with strong presentation skills
Fast learner and ability to multi-task
Versatile and adaptable to changes
Self motivated and passionate about cosmetics and skincare business
Well groomed
Dual language (English, Mandarin) proficiency
Proficiency in MS Office namely Word, Excel and PowerPoint"
